X,Y,OBJECTID,RARNUM,BIOGWIS_RA,SPECIES_ID,SEASON_ID,EL_RAR,EL_SPE,EL_SPE_SEA,GEO_SRC,SEASON_SRC,CONCENTRA,ELEMENT,SUBELEMENT,NAME,SCINAME,STATUS,PRESENCE,ACTIVE_JAN,ACTIVE_FEB,ACTIVE_MAR,ACTIVE_APR,ACTIVE_MAY,ACTIVE_JUN,ACTIVE_JUL,ACTIVE_AUG,ACTIVE_SEP,ACTIVE_OCT,ACTIVE_NOV,ACTIVE_DEC,ESI_INFO,created_user,created_date,last_edited_user,last_edited_date
-84.34156721,29.94688004,2527,1109,1109,73,1,BIRD_1109,B00073,B0007301,32,37, ,BIRD,shorebird,Ruddy turnstone,Arenaria interpres, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Ruddy turnstone; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-84.34156721,29.94688004,2528,1109,1109,152,2,BIRD_1109,B00152,B0015202,32,37, ,BIRD,shorebird,American oystercatcher,Haematopus palliatus, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , ,Nesting,Nesting,Nesting,Nesting,Nesting, , , , , ,American oystercatcher; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-84.34156721,29.94688004,2529,1109,1109,153,1,BIRD_1109,B00153,B0015301,32,37, ,BIRD,shorebird,Piping plover,Charadrius melodus,Threatened (FED FL),Jan Feb Mar Apr May Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Piping plover; Status: Threatened (FED FL); Present: Jan Feb Mar Apr May Aug Sep Oct Nov Dec; Concentration:,,,,
-84.34156721,29.94688004,2530,1109,1109,155,1,BIRD_1109,B00155,B0015501,32,37, ,BIRD,shorebird,Willet,Catoptrophorus semipalmatus, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Willet; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-84.34156721,29.94688004,2531,1109,1109,156,1,BIRD_1109,B00156,B0015601,32,37, ,BIRD,shorebird,Semipalmated sandpiper,Calidris pusilla, ,Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Semipalmated sandpiper; Status:  ; Present: Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-84.34156721,29.94688004,2532,1109,1109,196,1,BIRD_1109,B00196,B0019601,32,37, ,BIRD,shorebird,Common snipe,Gallinago gallinago, ,Jan Feb Mar Apr May Sep Oct Nov Dec, , , , , , , , , , , , ,Common snipe; Status:  ; Present: Jan Feb Mar Apr May Sep Oct Nov Dec; Concentration:,,,,
-84.57490215,29.82521652,2533,1137,1137,133,2,BIRD_1137,B00133,B0013302,32,37, ,BIRD,gull_tern,Black skimmer,Rynchops niger, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , , ,Nesting,Nesting,Nesting,Nesting,Nesting, , , ,Black skimmer; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-84.57490215,29.82521652,2534,1137,1137,152,1,BIRD_1137,B00152,B0015201,32,37,2,BIRD,shorebird,American oystercatcher,Haematopus palliatus, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,American oystercatcher; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration: 2,,,,
-84.57490215,29.82521652,2535,1137,1137,1002,1,BIRD_1137,B01002,B0100201,32,37, ,BIRD,shorebird,Shorebirds, , ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Shorebirds; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-84.57490202,29.81688362,2536,1138,1138,139,1,BIRD_1138,B00139,B0013901,32,37,12,BIRD,shorebird,Snowy plover,Charadrius alexandrinus,Threatened (FL),Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Snowy plover; Status: Threatened (FL); Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration: 12,,,,
-84.57490202,29.81688362,2537,1138,1138,153,1,BIRD_1138,B00153,B0015301,32,37,6,BIRD,shorebird,Piping plover,Charadrius melodus,Threatened (FED FL),Jan Feb Mar Apr May Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Piping plover; Status: Threatened (FED FL); Present: Jan Feb Mar Apr May Aug Sep Oct Nov Dec; Concentration: 6,,,,
-85.2999256,29.80021403,2538,1139,1139,154,2,BIRD_1139,B00154,B0015402,32,37,2,BIRD,shorebird,Wilson's plover,Charadrius wilsonia, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , ,Nesting,Nesting,Nesting,Nesting, , , , , ,Wilson's plover; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration: 2,,,,
-84.6484444,29.78227702,2539,1140,1140,86,2,BIRD_1140,B00086,B0008602,32,37,150,BIRD,gull_tern,Least tern,Sterna antillarum,Threatened (FL),Mar Apr May Jun Jul Aug Sep, , , ,Nesting,Nesting,Nesting,Nesting,Nesting, , , , ,Least tern; Status: Threatened (FL); Present: Mar Apr May Jun Jul Aug Sep; Concentration: 150,,,,
-84.6484444,29.78227702,2540,1140,1140,133,2,BIRD_1140,B00133,B0013302,32,37,16,BIRD,gull_tern,Black skimmer,Rynchops niger, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , , ,Nesting,Nesting,Nesting,Nesting,Nesting, , , ,Black skimmer; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration: 16,,,,
-84.6484444,29.78227702,2541,1140,1140,152,1,BIRD_1140,B00152,B0015201,32,37,2,BIRD,shorebird,American oystercatcher,Haematopus palliatus, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,American oystercatcher; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration: 2,,,,
-86.49328652,30.48520451,2542,1141,1141,70,2,BIRD_1141,B00070,B0007002,32,37,1,BIRD,shorebird,Killdeer,Charadrius vociferus, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , ,Nesting,Nesting,Nesting,Nesting,Nesting, , , , , ,Killdeer; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration: 1,,,,
-86.49328652,30.48520451,2543,1141,1141,86,2,BIRD_1141,B00086,B0008602,32,37,33,BIRD,gull_tern,Least tern,Sterna antillarum,Threatened (FL),Mar Apr May Jun Jul Aug Sep, , , ,Nesting,Nesting,Nesting,Nesting,Nesting, , , , ,Least tern; Status: Threatened (FL); Present: Mar Apr May Jun Jul Aug Sep; Concentration: 33,,,,
-85.29992568,29.76688216,2544,1142,1142,139,1,BIRD_1142,B00139,B0013901,32,37,12,BIRD,shorebird,Snowy plover,Charadrius alexandrinus,Threatened (FL),Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Snowy plover; Status: Threatened (FL); Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration: 12,,,,
-84.69684084,29.76062292,2545,1143,1143,86,2,BIRD_1143,B00086,B0008602,32,37, ,BIRD,gull_tern,Least tern,Sterna antillarum,Threatened (FL),Mar Apr May Jun Jul Aug Sep, , , ,Nesting,Nesting,Nesting,Nesting,Nesting, , , , ,Least tern; Status: Threatened (FL); Present: Mar Apr May Jun Jul Aug Sep; Concentration:,,,,
-86.4982915,30.39353949,2546,1222,1222,86,2,BIRD_1222,B00086,B0008602,32,37,5,BIRD,gull_tern,Least tern,Sterna antillarum,Threatened (FL),Mar Apr May Jun Jul Aug Sep, , , ,Nesting,Nesting,Nesting,Nesting,Nesting, , , , ,Least tern; Status: Threatened (FL); Present: Mar Apr May Jun Jul Aug Sep; Concentration: 5,,,,
-86.4982915,30.39353949,2547,1222,1222,133,1,BIRD_1222,B00133,B0013301,32,37,8,BIRD,gull_tern,Black skimmer,Rynchops niger, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Black skimmer; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration: 8,,,,
-86.49662062,30.39353948,2548,1223,1223,86,2,BIRD_1223,B00086,B0008602,32,37,78,BIRD,gull_tern,Least tern,Sterna antillarum,Threatened (FL),Mar Apr May Jun Jul Aug Sep, , , ,Nesting,Nesting,Nesting,Nesting,Nesting, , , , ,Least tern; Status: Threatened (FL); Present: Mar Apr May Jun Jul Aug Sep; Concentration: 78,,,,
-86.60001709,30.39439067,2549,1224,1224,139,1,BIRD_1224,B00139,B0013901,32,37,17,BIRD,shorebird,Snowy plover,Charadrius alexandrinus,Threatened (FL),Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Snowy plover; Status: Threatened (FL); Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration: 17,,,,
-86.55829054,30.39187225,2550,1225,1225,60,1,BIRD_1225,B00060,B0006001,32,37, ,BIRD,shorebird,Red knot,Calidris canutus, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Red knot; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-86.55829054,30.39187225,2551,1225,1225,67,1,BIRD_1225,B00067,B0006701,32,37, ,BIRD,shorebird,Sanderling,Calidris alba, ,Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Sanderling; Status:  ; Present: Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-86.55829054,30.39187225,2552,1225,1225,71,1,BIRD_1225,B00071,B0007101,32,37, ,BIRD,shorebird,Black-bellied plover,Pluvialis squatarola, ,Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Black-bellied plover; Status:  ; Present: Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-86.5249569,30.3918724,2553,1226,1226,54,2,BIRD_1226,B00054,B0005402,32,37,10,BIRD,wading,Great blue heron,Ardea herodias, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec,Nesting,Nesting,Nesting,Nesting,Nesting,Nesting,Nesting, , , ,Nesting,Nesting,Great blue heron; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration: 10,,,,
-86.5249569,30.3918724,2554,1226,1226,67,1,BIRD_1226,B00067,B0006701,32,37, ,BIRD,shorebird,Sanderling,Calidris alba, ,Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Sanderling; Status:  ; Present: Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-86.5249569,30.3918724,2555,1226,1226,71,1,BIRD_1226,B00071,B0007101,32,37, ,BIRD,shorebird,Black-bellied plover,Pluvialis squatarola, ,Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Black-bellied plover; Status:  ; Present: Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-86.51162039,30.39187246,2556,1227,1227,86,2,BIRD_1227,B00086,B0008602,32,37,11,BIRD,gull_tern,Least tern,Sterna antillarum,Threatened (FL),Mar Apr May Jun Jul Aug Sep, , , ,Nesting,Nesting,Nesting,Nesting,Nesting, , , , ,Least tern; Status: Threatened (FL); Present: Mar Apr May Jun Jul Aug Sep; Concentration: 11,,,,
-86.51162039,30.39187246,2557,1227,1227,133,2,BIRD_1227,B00133,B0013302,32,37,60,BIRD,gull_tern,Black skimmer,Rynchops niger, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , , ,Nesting,Nesting,Nesting,Nesting,Nesting, , , ,Black skimmer; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration: 60,,,,
-86.51162039,30.39187246,2558,1227,1227,134,1,BIRD_1227,B00134,B0013401,32,37,1,BIRD,gull_tern,Gull-billed tern,Sterna nilotica, ,Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Gull-billed tern; Status:  ; Present: Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration: 1,,,,
-85.73326422,30.12520867,2559,1079,1079,1008,1,BIRD_1079,B01008,B0100801,32,37, ,BIRD,gull_tern,Terns, , ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Terns; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-87.18330949,30.58353171,2560,1080,1080,59,1,BIRD_1080,B00059,B0005901,32,37,3,BIRD,shorebird,Lesser yellowlegs,Tringa flavipes, ,Jan Feb Mar Apr May Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Lesser yellowlegs; Status:  ; Present: Jan Feb Mar Apr May Aug Sep Oct Nov Dec; Concentration: 3,,,,
-87.18330949,30.58353171,2561,1080,1080,61,1,BIRD_1080,B00061,B0006101,32,37,9,BIRD,shorebird,Pectoral sandpiper,Calidris melanotos, ,Mar Apr May Jul Aug Sep Oct Nov, , , , , , , , , , , , ,Pectoral sandpiper; Status:  ; Present: Mar Apr May Jul Aug Sep Oct Nov; Concentration: 9,,,,
-87.18330949,30.58353171,2562,1080,1080,62,1,BIRD_1080,B00062,B0006201,32,37,2,BIRD,shorebird,Least sandpiper,Calidris minutilla, ,Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Least sandpiper; Status:  ; Present: Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec; Concentration: 2,,,,
-87.18330949,30.58353171,2563,1080,1080,64,1,BIRD_1080,B00064,B0006401,32,37,3,BIRD,shorebird,Short-billed dowitcher,Limnodromus griseus, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Short-billed dowitcher; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration: 3,,,,
-87.18330949,30.58353171,2564,1080,1080,67,1,BIRD_1080,B00067,B0006701,32,37,400,BIRD,shorebird,Sanderling,Calidris alba, ,Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Sanderling; Status:  ; Present: Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec; Concentration: 400,,,,
-87.18330949,30.58353171,2565,1080,1080,71,1,BIRD_1080,B00071,B0007101,32,37,7,BIRD,shorebird,Black-bellied plover,Pluvialis squatarola, ,Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Black-bellied plover; Status:  ; Present: Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec; Concentration: 7,,,,
-87.18330949,30.58353171,2566,1080,1080,73,1,BIRD_1080,B00073,B0007301,32,37,4,BIRD,shorebird,Ruddy turnstone,Arenaria interpres, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Ruddy turnstone; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration: 4,,,,
-87.18330949,30.58353171,2567,1080,1080,155,1,BIRD_1080,B00155,B0015501,32,37,5,BIRD,shorebird,Willet,Catoptrophorus semipalmatus, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Willet; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration: 5,,,,
-87.18330949,30.58353171,2568,1080,1080,156,1,BIRD_1080,B00156,B0015601,32,37,5,BIRD,shorebird,Semipalmated sandpiper,Calidris pusilla, ,Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Semipalmated sandpiper; Status:  ; Present: Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec; Concentration: 5,,,,
-87.18330949,30.58353171,2569,1080,1080,213,1,BIRD_1080,B00213,B0021301,32,37,3,BIRD,shorebird,Stilt sandpiper,Calidris himantopus, ,Jan Feb Mar Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Stilt sandpiper; Status:  ; Present: Jan Feb Mar Aug Sep Oct Nov Dec; Concentration: 3,,,,
-87.18330949,30.58353171,2570,1080,1080,290,1,BIRD_1080,B00290,B0029001,32,37,11,BIRD,shorebird,Peep,Calidris spp., ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Peep; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration: 11,,,,
-87.18330949,30.58353171,2571,1080,1080,292,1,BIRD_1080,B00292,B0029201,32,37,3,BIRD,shorebird,Sharp-tailed sandpiper,Calidris acuminata, ,Jan Feb Sep Oct Nov Dec, , , , , , , , , , , , ,Sharp-tailed sandpiper; Status:  ; Present: Jan Feb Sep Oct Nov Dec; Concentration: 3,,,,
-85.72493265,30.11687559,2572,1081,1081,139,1,BIRD_1081,B00139,B0013901,32,37,55,BIRD,shorebird,Snowy plover,Charadrius alexandrinus,Threatened (FL),Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Snowy plover; Status: Threatened (FL); Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration: 55,,,,
-84.34156721,29.94688004,2573,1109,1109,1002,1,BIRD_1109,B01002,B0100201,32,37, ,BIRD,shorebird,Shorebirds, , ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Shorebirds; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-84.33740134,29.9418811,2574,1110,1110,152,2,BIRD_1110,B00152,B0015202,32,37,1,BIRD,shorebird,American oystercatcher,Haematopus palliatus, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , ,Nesting,Nesting,Nesting,Nesting,Nesting, , , , , ,American oystercatcher; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration: 1,,,,
-84.33776858,29.93900009,2575,1111,1111,76,1,BIRD_1111,B00076,B0007601,32,37,2,BIRD,raptor,Bald eagle,Haliaeetus leucocephalus,Threatened (FED FL),Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Bald eagle; Status: Threatened (FED FL); Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration: 2,,,,
-84.33776858,29.93900009,2576,1111,1111,181,1,BIRD_1111,B00181,B0018101,32,37, ,BIRD,raptor,Northern harrier,Circus cyaneus, ,Jan Feb Mar Apr May Sep Oct Nov Dec, , , , , , , , , , , , ,Northern harrier; Status:  ; Present: Jan Feb Mar Apr May Sep Oct Nov Dec; Concentration:,,,,
-84.51657564,29.91688034,2577,1112,1112,55,1,BIRD_1112,B00055,B0005501,32,37, ,BIRD,shorebird,Whimbrel,Numenius phaeopus, ,Mar Apr May Jul Aug Sep Oct, , , , , , , , , , , , ,Whimbrel; Status:  ; Present: Mar Apr May Jul Aug Sep Oct; Concentration:,,,,
-84.51657564,29.91688034,2578,1112,1112,56,1,BIRD_1112,B00056,B0005601,32,37,5,BIRD,shorebird,Spotted sandpiper,Actitis macularia, ,Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Spotted sandpiper; Status:  ; Present: Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec; Concentration: 5,,,,
-84.51657564,29.91688034,2579,1112,1112,59,1,BIRD_1112,B00059,B0005901,32,37, ,BIRD,shorebird,Lesser yellowlegs,Tringa flavipes, ,Jan Feb Mar Apr May Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Lesser yellowlegs; Status:  ; Present: Jan Feb Mar Apr May Aug Sep Oct Nov Dec; Concentration:,,,,
-84.51657564,29.91688034,2580,1112,1112,60,1,BIRD_1112,B00060,B0006001,32,37, ,BIRD,shorebird,Red knot,Calidris canutus, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Red knot; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-84.51657564,29.91688034,2581,1112,1112,62,1,BIRD_1112,B00062,B0006201,32,37, ,BIRD,shorebird,Least sandpiper,Calidris minutilla, ,Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Least sandpiper; Status:  ; Present: Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-84.51657564,29.91688034,2582,1112,1112,63,1,BIRD_1112,B00063,B0006301,32,37,15,BIRD,shorebird,Dunlin,Calidris alpina, ,Jan Feb Mar Apr May Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Dunlin; Status:  ; Present: Jan Feb Mar Apr May Aug Sep Oct Nov Dec; Concentration: 15,,,,
-84.51657564,29.91688034,2583,1112,1112,64,1,BIRD_1112,B00064,B0006401,32,37,400,BIRD,shorebird,Short-billed dowitcher,Limnodromus griseus, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Short-billed dowitcher; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration: 400,,,,
-84.51657564,29.91688034,2584,1112,1112,65,1,BIRD_1112,B00065,B0006501,32,37, ,BIRD,shorebird,Long-billed dowitcher,Limnodromus scolopaceus, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Long-billed dowitcher; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-84.51657564,29.91688034,2585,1112,1112,66,1,BIRD_1112,B00066,B0006601,32,37,1,BIRD,shorebird,Western sandpiper,Calidris mauri, ,Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Western sandpiper; Status:  ; Present: Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec; Concentration: 1,,,,
-84.51657564,29.91688034,2586,1112,1112,67,1,BIRD_1112,B00067,B0006701,32,37,20,BIRD,shorebird,Sanderling,Calidris alba, ,Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Sanderling; Status:  ; Present: Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec; Concentration: 20,,,,
-84.69684084,29.76062292,2587,1143,1143,139,2,BIRD_1143,B00139,B0013902,32,37,13,BIRD,shorebird,Snowy plover,Charadrius alexandrinus,Threatened (FL),Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , ,Nesting,Nesting,Nesting,Nesting,Nesting, , , , , ,Snowy plover; Status: Threatened (FL); Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration: 13,,,,
-84.69684084,29.76062292,2588,1143,1143,152,1,BIRD_1143,B00152,B0015201,32,37,2,BIRD,shorebird,American oystercatcher,Haematopus palliatus, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,American oystercatcher; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration: 2,,,,
-85.40020525,29.75068936,2589,1144,1144,60,1,BIRD_1144,B00060,B0006001,32,37, ,BIRD,shorebird,Red knot,Calidris canutus, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Red knot; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-85.40020525,29.75068936,2590,1144,1144,67,1,BIRD_1144,B00067,B0006701,32,37, ,BIRD,shorebird,Sanderling,Calidris alba, ,Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Sanderling; Status:  ; Present: Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-85.40020525,29.75068936,2591,1144,1144,71,1,BIRD_1144,B00071,B0007101,32,37, ,BIRD,shorebird,Black-bellied plover,Pluvialis squatarola, ,Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Black-bellied plover; Status:  ; Present: Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-85.40020525,29.75068936,2592,1144,1144,73,1,BIRD_1144,B00073,B0007301,32,37, ,BIRD,shorebird,Ruddy turnstone,Arenaria interpres, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Ruddy turnstone; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-85.40020525,29.75068936,2593,1144,1144,155,1,BIRD_1144,B00155,B0015501,32,37, ,BIRD,shorebird,Willet,Catoptrophorus semipalmatus, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Willet; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-85.39270157,29.75051146,2594,1145,1145,58,1,BIRD_1145,B00058,B0005801,32,37, ,BIRD,shorebird,Greater yellowlegs,Tringa melanoleuca, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Greater yellowlegs; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-85.39270157,29.75051146,2595,1145,1145,62,1,BIRD_1145,B00062,B0006201,32,37, ,BIRD,shorebird,Least sandpiper,Calidris minutilla, ,Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Least sandpiper; Status:  ; Present: Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-85.39270157,29.75051146,2596,1145,1145,63,1,BIRD_1145,B00063,B0006301,32,37, ,BIRD,shorebird,Dunlin,Calidris alpina, ,Jan Feb Mar Apr May Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Dunlin; Status:  ; Present: Jan Feb Mar Apr May Aug Sep Oct Nov Dec; Concentration:,,,,
-85.39270157,29.75051146,2597,1145,1145,64,1,BIRD_1145,B00064,B0006401,32,37, ,BIRD,shorebird,Short-billed dowitcher,Limnodromus griseus, ,Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Short-billed dowitcher; Status:  ; Present: Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec; Concentration:,,,,
-85.39270157,29.75051146,2598,1145,1145,67,1,BIRD_1145,B00067,B0006701,32,37, ,BIRD,shorebird,Sanderling,Calidris alba, ,Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec, , , , , , , , , , , , ,Sanderling; Status:  ; Present: Jan Feb Mar Apr May Jul Aug Sep Oct Nov Dec; Concentration:,,,,
